theme,objective,family,effort,comparison,from_attr_code,from_attr_label,to_attr_code,to_attr_label,count,share_of_mismatches,n_mismatches
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,A,Adherence,S,Safety,57,0.07972027972027972,715
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,E,Efficacy,S,Safety,40,0.055944055944055944,715
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,D,Durability,A,Adherence,31,0.043356643356643354,715
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,D,Durability,S,Safety,46,0.06433566433566433,715
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,S,Safety,A,Adherence,50,0.06993006993006994,715
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,S,Safety,D,Durability,21,0.02937062937062937,715
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,E,Efficacy,D,Durability,2,0.002797202797202797,715
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,S,Safety,E,Efficacy,123,0.22862453531598512,538
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,E,Efficacy,A,Adherence,44,0.08178438661710037,538
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,A,Adherence,E,Efficacy,53,0.09851301115241635,538
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,E,Efficacy,D,Durability,11,0.020446096654275093,538
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,D,Durability,E,Efficacy,58,0.10780669144981413,538
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,A,Adherence,S,Safety,29,0.05390334572490706,538
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,E,Efficacy,S,Safety,65,0.120817843866171,538
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,D,Durability,S,Safety,33,0.06133828996282528,538
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,S,Safety,D,Durability,21,0.03903345724907063,538
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,S,Safety,A,Adherence,63,0.1171003717472119,538
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,D,Durability,A,Adherence,27,0.05018587360594796,538
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,linear_vs_judge,A,Adherence,D,Durability,11,0.020446096654275093,538
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,D,Durability,E,Efficacy,76,0.17551963048498845,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,A,Adherence,E,Efficacy,99,0.22863741339491916,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,E,Efficacy,A,Adherence,5,0.011547344110854504,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,D,Durability,A,Adherence,18,0.04157043879907621,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,S,Safety,E,Efficacy,82,0.18937644341801385,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,A,Adherence,D,Durability,26,0.06004618937644342,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,S,Safety,A,Adherence,7,0.016166281755196306,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,D,Durability,S,Safety,41,0.09468822170900693,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,A,Adherence,S,Safety,62,0.14318706697459585,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,E,Efficacy,D,Durability,1,0.0023094688221709007,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,S,Safety,D,Durability,8,0.018475750577367205,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_linear,E,Efficacy,S,Safety,8,0.018475750577367205,433
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,S,Safety,E,Efficacy,149,0.21316165951359084,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,D,Durability,E,Efficacy,132,0.1888412017167382,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,A,Adherence,E,Efficacy,145,0.20743919885550788,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,E,Efficacy,A,Adherence,14,0.020028612303290415,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,A,Adherence,D,Durability,23,0.032904148783977114,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,A,Adherence,S,Safety,72,0.10300429184549356,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,E,Efficacy,S,Safety,36,0.05150214592274678,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,D,Durability,A,Adherence,27,0.03862660944206009,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,D,Durability,S,Safety,42,0.060085836909871244,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,S,Safety,A,Adherence,45,0.06437768240343347,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,S,Safety,D,Durability,12,0.017167381974248927,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,actor_vs_judge,E,Efficacy,D,Durability,2,0.002861230329041488,699
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,S,Safety,E,Efficacy,130,0.24528301886792453,530
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,E,Efficacy,A,Adherence,40,0.07547169811320754,530
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,A,Adherence,E,Efficacy,62,0.1169811320754717,530
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,E,Efficacy,D,Durability,10,0.018867924528301886,530
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,D,Durability,E,Efficacy,54,0.1018867924528302,530
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,A,Adherence,S,Safety,41,0.07735849056603773,530
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,E,Efficacy,S,Safety,65,0.12264150943396226,530
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,D,Durability,S,Safety,24,0.045283018867924525,530
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,S,Safety,D,Durability,16,0.03018867924528302,530
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,S,Safety,A,Adherence,54,0.1018867924528302,530
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,D,Durability,A,Adherence,23,0.04339622641509434,530
drugs,5-year overall patient outcome,Ministral-3-14B,low,linear_vs_judge,A,Adherence,D,Durability,11,0.020754716981132074,530
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_linear,D,Implementation Ease,E,Effectiveness,18,0.15384615384615385,117
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_linear,A,Compliance,E,Effectiveness,18,0.15384615384615385,117
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_linear,S,Safety,E,Effectiveness,14,0.11965811965811966,117
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_linear,E,Effectiveness,S,Safety,33,0.28205128205128205,117
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_linear,A,Compliance,S,Safety,20,0.17094017094017094,117
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_linear,E,Effectiveness,A,Compliance,6,0.05128205128205128,117
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_linear,S,Safety,A,Compliance,1,0.008547008547008548,117
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_linear,D,Implementation Ease,A,Compliance,2,0.017094017094017096,117
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_linear,D,Implementation Ease,S,Safety,5,0.042735042735042736,117
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_judge,S,Safety,E,Effectiveness,101,0.3344370860927152,302
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_judge,E,Effectiveness,S,Safety,58,0.19205298013245034,302
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_judge,D,Implementation Ease,E,Effectiveness,18,0.059602649006622516,302
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_judge,A,Compliance,E,Effectiveness,25,0.08278145695364239,302
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_judge,E,Effectiveness,A,Compliance,20,0.06622516556291391,302
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_judge,S,Safety,A,Compliance,30,0.09933774834437085,302
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_judge,A,Compliance,S,Safety,26,0.08609271523178808,302
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_judge,D,Implementation Ease,S,Safety,9,0.029801324503311258,302
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_judge,D,Implementation Ease,A,Compliance,6,0.019867549668874173,302
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_judge,S,Safety,D,Implementation Ease,3,0.009933774834437087,302
policy,5-year overall community outcome,GPT-5-mini,minimal,actor_vs_judge,A,Compliance,D,Implementation Ease,6,0.019867549668874173,302
policy,5-year overall community outcome,GPT-5-mini,minimal,linear_vs_judge,S,Safety,E,Effectiveness,97,0.3975409836065574,244
policy,5-year overall community outcome,GPT-5-mini,minimal,linear_vs_judge,E,Effectiveness,S,Safety,43,0.1762295081967213,244
policy,5-year overall community outcome,GPT-5-mini,minimal,linear_vs_judge,E,Effectiveness,A,Compliance,9,0.036885245901639344,244
policy,5-year overall community outcome,GPT-5-mini,minimal,linear_vs_judge,S,Safety,A,Compliance,50,0.20491803278688525,244
policy,5-year overall community outcome,GPT-5-mini,minimal,linear_vs_judge,A,Compliance,E,Effectiveness,10,0.040983606557377046,244
policy,5-year overall community outcome,GPT-5-mini,minimal,linear_vs_judge,A,Compliance,S,Safety,18,0.07377049180327869,244
policy,5-year overall community outcome,GPT-5-mini,minimal,linear_vs_judge,D,Implementation Ease,S,Safety,5,0.020491803278688523,244
policy,5-year overall community outcome,GPT-5-mini,minimal,linear_vs_judge,S,Safety,D,Implementation Ease,3,0.012295081967213115,244
policy,5-year overall community outcome,GPT-5-mini,minimal,linear_vs_judge,D,Implementation Ease,A,Compliance,3,0.012295081967213115,244
policy,5-year overall community outcome,GPT-5-mini,minimal,linear_vs_judge,A,Compliance,D,Implementation Ease,6,0.02459016393442623,244
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_linear,A,Compliance,E,Effectiveness,20,0.26666666666666666,75
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_linear,E,Effectiveness,S,Safety,11,0.14666666666666667,75
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_linear,D,Implementation Ease,S,Safety,3,0.04,75
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_linear,A,Compliance,S,Safety,29,0.38666666666666666,75
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_linear,E,Effectiveness,A,Compliance,1,0.013333333333333334,75
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_linear,D,Implementation Ease,A,Compliance,4,0.05333333333333334,75
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_linear,S,Safety,E,Effectiveness,7,0.09333333333333334,75
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,S,Safety,E,Effectiveness,50,0.23696682464454977,211
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,E,Effectiveness,S,Safety,33,0.15639810426540285,211
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,A,Compliance,S,Safety,30,0.14218009478672985,211
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,A,Compliance,E,Effectiveness,40,0.1895734597156398,211
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,S,Safety,A,Compliance,30,0.14218009478672985,211
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,A,Compliance,D,Implementation Ease,4,0.018957345971563982,211
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,E,Effectiveness,A,Compliance,10,0.04739336492890995,211
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,D,Implementation Ease,E,Effectiveness,4,0.018957345971563982,211
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,S,Safety,D,Implementation Ease,6,0.02843601895734597,211
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,D,Implementation Ease,S,Safety,2,0.009478672985781991,211
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,D,Implementation Ease,A,Compliance,1,0.004739336492890996,211
policy,5-year overall community outcome,GPT-5-mini,low,actor_vs_judge,E,Effectiveness,D,Implementation Ease,1,0.004739336492890996,211
policy,5-year overall community outcome,GPT-5-mini,low,linear_vs_judge,S,Safety,E,Effectiveness,61,0.2824074074074074,216
policy,5-year overall community outcome,GPT-5-mini,low,linear_vs_judge,E,Effectiveness,S,Safety,31,0.14351851851851852,216
policy,5-year overall community outcome,GPT-5-mini,low,linear_vs_judge,A,Compliance,E,Effectiveness,25,0.11574074074074074,216
policy,5-year overall community outcome,GPT-5-mini,low,linear_vs_judge,S,Safety,A,Compliance,43,0.19907407407407407,216
policy,5-year overall community outcome,GPT-5-mini,low,linear_vs_judge,A,Compliance,D,Implementation Ease,6,0.027777777777777776,216
policy,5-year overall community outcome,GPT-5-mini,low,linear_vs_judge,E,Effectiveness,A,Compliance,20,0.09259259259259259,216
policy,5-year overall community outcome,GPT-5-mini,low,linear_vs_judge,A,Compliance,S,Safety,21,0.09722222222222222,216
policy,5-year overall community outcome,GPT-5-mini,low,linear_vs_judge,S,Safety,D,Implementation Ease,6,0.027777777777777776,216
policy,5-year overall community outcome,GPT-5-mini,low,linear_vs_judge,D,Implementation Ease,S,Safety,1,0.004629629629629629,216
policy,5-year overall community outcome,GPT-5-mini,low,linear_vs_judge,D,Implementation Ease,E,Effectiveness,1,0.004629629629629629,216
policy,5-year overall community outcome,GPT-5-mini,low,linear_vs_judge,E,Effectiveness,D,Implementation Ease,1,0.004629629629629629,216
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,D,Implementation Ease,E,Effectiveness,52,0.12871287128712872,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,S,Safety,E,Effectiveness,81,0.2004950495049505,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,E,Effectiveness,S,Safety,44,0.10891089108910891,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,A,Compliance,E,Effectiveness,57,0.14108910891089108,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,D,Implementation Ease,S,Safety,28,0.06930693069306931,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,E,Effectiveness,A,Compliance,28,0.06930693069306931,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,D,Implementation Ease,A,Compliance,16,0.039603960396039604,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,A,Compliance,S,Safety,37,0.09158415841584158,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,E,Effectiveness,D,Implementation Ease,13,0.03217821782178218,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,A,Compliance,D,Implementation Ease,21,0.05198019801980198,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,S,Safety,D,Implementation Ease,19,0.04702970297029703,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_linear,S,Safety,A,Compliance,8,0.019801980198019802,404
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,E,Effectiveness,D,Implementation Ease,35,0.05654281098546042,619
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,S,Safety,E,Effectiveness,153,0.24717285945072698,619
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,S,Safety,D,Implementation Ease,23,0.03715670436187399,619
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,D,Implementation Ease,E,Effectiveness,93,0.15024232633279483,619
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,D,Implementation Ease,S,Safety,28,0.045234248788368334,619
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,D,Implementation Ease,A,Compliance,23,0.03715670436187399,619
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,S,Safety,A,Compliance,71,0.1147011308562197,619
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,A,Compliance,E,Effectiveness,77,0.12439418416801293,619
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,E,Effectiveness,A,Compliance,49,0.0791599353796446,619
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,E,Effectiveness,S,Safety,34,0.05492730210016155,619
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,A,Compliance,S,Safety,22,0.035541195476575124,619
policy,5-year overall community outcome,GPT-5-nano,minimal,actor_vs_judge,A,Compliance,D,Implementation Ease,11,0.017770597738287562,619
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,E,Effectiveness,D,Implementation Ease,44,0.0707395498392283,622
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,S,Safety,E,Effectiveness,148,0.2379421221864952,622
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,S,Safety,D,Implementation Ease,20,0.03215434083601286,622
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,E,Effectiveness,S,Safety,56,0.09003215434083602,622
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,E,Effectiveness,A,Compliance,74,0.1189710610932476,622
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,S,Safety,A,Compliance,82,0.13183279742765272,622
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,A,Compliance,E,Effectiveness,63,0.10128617363344052,622
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,D,Implementation Ease,E,Effectiveness,63,0.10128617363344052,622
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,D,Implementation Ease,A,Compliance,30,0.04823151125401929,622
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,A,Compliance,D,Implementation Ease,12,0.01929260450160772,622
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,D,Implementation Ease,S,Safety,15,0.024115755627009645,622
policy,5-year overall community outcome,GPT-5-nano,minimal,linear_vs_judge,A,Compliance,S,Safety,15,0.024115755627009645,622
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_linear,D,Implementation Ease,E,Effectiveness,23,0.14465408805031446,159
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_linear,D,Implementation Ease,S,Safety,8,0.050314465408805034,159
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_linear,A,Compliance,E,Effectiveness,40,0.25157232704402516,159
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_linear,S,Safety,E,Effectiveness,36,0.22641509433962265,159
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_linear,E,Effectiveness,S,Safety,9,0.05660377358490566,159
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_linear,D,Implementation Ease,A,Compliance,11,0.06918238993710692,159
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_linear,A,Compliance,S,Safety,13,0.08176100628930817,159
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_linear,E,Effectiveness,A,Compliance,12,0.07547169811320754,159
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_linear,S,Safety,D,Implementation Ease,3,0.018867924528301886,159
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_linear,S,Safety,A,Compliance,4,0.025157232704402517,159
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,D,Implementation Ease,S,Safety,20,0.04728132387706856,423
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,E,Effectiveness,S,Safety,48,0.11347517730496454,423
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,E,Effectiveness,D,Implementation Ease,27,0.06382978723404255,423
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,S,Safety,E,Effectiveness,102,0.24113475177304963,423
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,S,Safety,A,Compliance,62,0.14657210401891252,423
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,S,Safety,D,Implementation Ease,38,0.08983451536643026,423
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,D,Implementation Ease,E,Effectiveness,20,0.04728132387706856,423
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,A,Compliance,S,Safety,24,0.05673758865248227,423
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,E,Effectiveness,A,Compliance,27,0.06382978723404255,423
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,A,Compliance,D,Implementation Ease,16,0.037825059101654845,423
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,A,Compliance,E,Effectiveness,32,0.07565011820330969,423
policy,5-year overall community outcome,GPT-5-nano,low,actor_vs_judge,D,Implementation Ease,A,Compliance,7,0.016548463356973995,423
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,E,Effectiveness,S,Safety,54,0.14835164835164835,364
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,E,Effectiveness,D,Implementation Ease,32,0.08791208791208792,364
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,S,Safety,E,Effectiveness,85,0.23351648351648352,364
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,S,Safety,A,Compliance,55,0.1510989010989011,364
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,S,Safety,D,Implementation Ease,38,0.1043956043956044,364
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,E,Effectiveness,A,Compliance,38,0.1043956043956044,364
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,A,Compliance,S,Safety,19,0.0521978021978022,364
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,A,Compliance,D,Implementation Ease,18,0.04945054945054945,364
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,A,Compliance,E,Effectiveness,10,0.027472527472527472,364
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,D,Implementation Ease,S,Safety,8,0.02197802197802198,364
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,D,Implementation Ease,A,Compliance,4,0.01098901098901099,364
policy,5-year overall community outcome,GPT-5-nano,low,linear_vs_judge,D,Implementation Ease,E,Effectiveness,3,0.008241758241758242,364
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_linear,S,Safety,A,Compliance,3,0.018633540372670808,161
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_linear,E,Effectiveness,A,Compliance,22,0.13664596273291926,161
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_linear,D,Implementation Ease,A,Compliance,23,0.14285714285714285,161
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_linear,E,Effectiveness,S,Safety,51,0.3167701863354037,161
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_linear,D,Implementation Ease,S,Safety,7,0.043478260869565216,161
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_linear,S,Safety,D,Implementation Ease,3,0.018633540372670808,161
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_linear,A,Compliance,S,Safety,10,0.062111801242236024,161
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_linear,A,Compliance,E,Effectiveness,23,0.14285714285714285,161
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_linear,S,Safety,E,Effectiveness,16,0.09937888198757763,161
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_linear,D,Implementation Ease,E,Effectiveness,3,0.018633540372670808,161
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,E,Effectiveness,S,Safety,168,0.3287671232876712,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,S,Safety,E,Effectiveness,70,0.136986301369863,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,S,Safety,A,Compliance,29,0.05675146771037182,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,A,Compliance,E,Effectiveness,24,0.046966731898238745,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,D,Implementation Ease,E,Effectiveness,15,0.029354207436399216,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,E,Effectiveness,D,Implementation Ease,42,0.0821917808219178,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,S,Safety,D,Implementation Ease,30,0.05870841487279843,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,E,Effectiveness,A,Compliance,56,0.1095890410958904,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,D,Implementation Ease,S,Safety,23,0.04500978473581213,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,A,Compliance,S,Safety,41,0.08023483365949119,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,A,Compliance,D,Implementation Ease,12,0.023483365949119372,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,actor_vs_judge,D,Implementation Ease,A,Compliance,1,0.0019569471624266144,511
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,E,Effectiveness,S,Safety,162,0.34913793103448276,464
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,S,Safety,E,Effectiveness,78,0.16810344827586207,464
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,A,Compliance,E,Effectiveness,24,0.05172413793103448,464
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,S,Safety,D,Implementation Ease,38,0.08189655172413793,464
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,E,Effectiveness,A,Compliance,39,0.08405172413793104,464
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,E,Effectiveness,D,Implementation Ease,31,0.0668103448275862,464
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,D,Implementation Ease,S,Safety,7,0.015086206896551725,464
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,S,Safety,A,Compliance,29,0.0625,464
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,A,Compliance,D,Implementation Ease,18,0.03879310344827586,464
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,D,Implementation Ease,E,Effectiveness,4,0.008620689655172414,464
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,A,Compliance,S,Safety,33,0.07112068965517242,464
policy,5-year overall community outcome,Qwen3.5-14B,minimal,linear_vs_judge,D,Implementation Ease,A,Compliance,1,0.0021551724137931034,464
policy,5-year overall community outcome,Qwen3.5-14B,low,actor_vs_linear,A,Compliance,E,Effectiveness,26,0.15294117647058825,170
