trial_id,family_id,variant_name,variant_order_source,slot_A_profile,slot_B_profile,source_origin,source_split,source_trial_id,source_config_id,source_labelA,P_E,P_A,P_S,P_D,Q_E,Q_A,Q_S,Q_D,order_id_A,order_A,order_id_B,order_B,source_order_id_A,source_order_A,source_order_id_B,source_order_B,source_paraphrase_id,paraphrase_id,seed,variant_delta_E,variant_delta_A,variant_delta_S,variant_delta_D,source_delta_E,source_delta_A,source_delta_S,source_delta_D,delta_base_E,delta_base_A,delta_base_S,delta_base_D,labelA
train_0099__p_at_ob_vs_q_at_ob,train_0099,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00471,B3-0132,A,Low,Medium,Low,Medium,High,Low,Medium,Medium,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,A>D>E>S,1,0,3082611958,-2,1,-1,0,-2,1,-1,0,-2,1,-1,0,A
train_0099__q_at_ob_vs_p_at_ob,train_0099,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00471,B3-0132,A,Low,Medium,Low,Medium,High,Low,Medium,Medium,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,A>D>E>S,1,0,3082611958,2,-1,1,0,-2,1,-1,0,2,-1,1,0,B
train_0100__p_at_oa_vs_q_at_oa,train_0100,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00472,B3-0132,B,Low,Medium,Low,Medium,High,Low,Medium,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,1086514190,-2,1,-1,0,2,-1,1,0,-2,1,-1,0,A
train_0100__q_at_oa_vs_p_at_oa,train_0100,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00472,B3-0132,B,Low,Medium,Low,Medium,High,Low,Medium,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,1086514190,2,-1,1,0,2,-1,1,0,2,-1,1,0,B
train_0100__p_at_ob_vs_q_at_ob,train_0100,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00472,B3-0132,B,Low,Medium,Low,Medium,High,Low,Medium,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,1086514190,-2,1,-1,0,2,-1,1,0,-2,1,-1,0,A
train_0100__q_at_ob_vs_p_at_ob,train_0100,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00472,B3-0132,B,Low,Medium,Low,Medium,High,Low,Medium,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,1086514190,2,-1,1,0,2,-1,1,0,2,-1,1,0,B
train_0101__p_at_oa_vs_q_at_oa,train_0101,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00474,B3-0133,B,Low,High,Low,Medium,High,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,4174481794,-2,1,0,0,2,-1,0,0,-2,1,0,0,A
train_0101__q_at_oa_vs_p_at_oa,train_0101,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00474,B3-0133,B,Low,High,Low,Medium,High,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,4174481794,2,-1,0,0,2,-1,0,0,2,-1,0,0,B
train_0101__p_at_ob_vs_q_at_ob,train_0101,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00474,B3-0133,B,Low,High,Low,Medium,High,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,4174481794,-2,1,0,0,2,-1,0,0,-2,1,0,0,A
train_0101__q_at_ob_vs_p_at_ob,train_0101,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00474,B3-0133,B,Low,High,Low,Medium,High,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,4174481794,2,-1,0,0,2,-1,0,0,2,-1,0,0,B
train_0102__p_at_oa_vs_q_at_oa,train_0102,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00475,B3-0134,A,Medium,High,Low,Medium,High,Low,High,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,2,A>D>E>S,2,0,992039499,-1,2,-2,1,-1,2,-2,1,-1,2,-2,1,A
train_0102__q_at_oa_vs_p_at_oa,train_0102,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00475,B3-0134,A,Medium,High,Low,Medium,High,Low,High,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,2,A>D>E>S,2,0,992039499,1,-2,2,-1,-1,2,-2,1,1,-2,2,-1,B
train_0102__p_at_ob_vs_q_at_ob,train_0102,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00475,B3-0134,A,Medium,High,Low,Medium,High,Low,High,Low,2,A>D>E>S,2,A>D>E>S,1,S>E>A>D,2,A>D>E>S,2,0,992039499,-1,2,-2,1,-1,2,-2,1,-1,2,-2,1,A
train_0102__q_at_ob_vs_p_at_ob,train_0102,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00475,B3-0134,A,Medium,High,Low,Medium,High,Low,High,Low,2,A>D>E>S,2,A>D>E>S,1,S>E>A>D,2,A>D>E>S,2,0,992039499,1,-2,2,-1,-1,2,-2,1,1,-2,2,-1,B
train_0103__p_at_oa_vs_q_at_oa,train_0103,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00480,B3-0136,B,High,Low,Medium,High,High,High,High,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,2,A>D>E>S,2,0,991405004,0,-2,-1,1,0,2,1,-1,0,-2,-1,1,A
train_0103__q_at_oa_vs_p_at_oa,train_0103,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00480,B3-0136,B,High,Low,Medium,High,High,High,High,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,2,A>D>E>S,2,0,991405004,0,2,1,-1,0,2,1,-1,0,2,1,-1,B
train_0103__p_at_ob_vs_q_at_ob,train_0103,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00480,B3-0136,B,High,Low,Medium,High,High,High,High,Medium,2,A>D>E>S,2,A>D>E>S,1,S>E>A>D,2,A>D>E>S,2,0,991405004,0,-2,-1,1,0,2,1,-1,0,-2,-1,1,A
train_0103__q_at_ob_vs_p_at_ob,train_0103,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00480,B3-0136,B,High,Low,Medium,High,High,High,High,Medium,2,A>D>E>S,2,A>D>E>S,1,S>E>A>D,2,A>D>E>S,2,0,991405004,0,2,1,-1,0,2,1,-1,0,2,1,-1,B
train_0104__p_at_oa_vs_q_at_oa,train_0104,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00483,B3-0138,A,Low,High,High,Low,Medium,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,2599226567,-1,2,1,-2,-1,2,1,-2,-1,2,1,-2,A
train_0104__q_at_oa_vs_p_at_oa,train_0104,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00483,B3-0138,A,Low,High,High,Low,Medium,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,2599226567,1,-2,-1,2,-1,2,1,-2,1,-2,-1,2,B
train_0104__p_at_ob_vs_q_at_ob,train_0104,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00483,B3-0138,A,Low,High,High,Low,Medium,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,2599226567,-1,2,1,-2,-1,2,1,-2,-1,2,1,-2,A
train_0104__q_at_ob_vs_p_at_ob,train_0104,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00483,B3-0138,A,Low,High,High,Low,Medium,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,2599226567,1,-2,-1,2,-1,2,1,-2,1,-2,-1,2,B
train_0105__p_at_oa_vs_q_at_oa,train_0105,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00484,B3-0138,B,Low,High,High,Low,Medium,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,1,0,2180774355,-1,2,1,-2,1,-2,-1,2,-1,2,1,-2,A
train_0105__q_at_oa_vs_p_at_oa,train_0105,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00484,B3-0138,B,Low,High,High,Low,Medium,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,1,0,2180774355,1,-2,-1,2,1,-2,-1,2,1,-2,-1,2,B
train_0105__p_at_ob_vs_q_at_ob,train_0105,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00484,B3-0138,B,Low,High,High,Low,Medium,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,1,0,2180774355,-1,2,1,-2,1,-2,-1,2,-1,2,1,-2,A
train_0105__q_at_ob_vs_p_at_ob,train_0105,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00484,B3-0138,B,Low,High,High,Low,Medium,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,1,0,2180774355,1,-2,-1,2,1,-2,-1,2,1,-2,-1,2,B
train_0106__p_at_oa_vs_q_at_oa,train_0106,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00495,B3-0144,A,Low,Medium,Low,High,Low,High,Low,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,2,0,1825569772,0,-1,0,2,0,-1,0,2,0,-1,0,2,A
train_0106__q_at_oa_vs_p_at_oa,train_0106,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00495,B3-0144,A,Low,Medium,Low,High,Low,High,Low,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,2,0,1825569772,0,1,0,-2,0,-1,0,2,0,1,0,-2,B
train_0106__p_at_ob_vs_q_at_ob,train_0106,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00495,B3-0144,A,Low,Medium,Low,High,Low,High,Low,Low,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,2,0,1825569772,0,-1,0,2,0,-1,0,2,0,-1,0,2,A
train_0106__q_at_ob_vs_p_at_ob,train_0106,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00495,B3-0144,A,Low,Medium,Low,High,Low,High,Low,Low,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,2,0,1825569772,0,1,0,-2,0,-1,0,2,0,1,0,-2,B
train_0107__p_at_oa_vs_q_at_oa,train_0107,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00496,B3-0144,B,Low,Medium,Low,High,Low,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,4188174516,0,-1,0,2,0,1,0,-2,0,-1,0,2,A
train_0107__q_at_oa_vs_p_at_oa,train_0107,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00496,B3-0144,B,Low,Medium,Low,High,Low,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,4188174516,0,1,0,-2,0,1,0,-2,0,1,0,-2,B
train_0107__p_at_ob_vs_q_at_ob,train_0107,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00496,B3-0144,B,Low,Medium,Low,High,Low,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,4188174516,0,-1,0,2,0,1,0,-2,0,-1,0,2,A
train_0107__q_at_ob_vs_p_at_ob,train_0107,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00496,B3-0144,B,Low,Medium,Low,High,Low,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,4188174516,0,1,0,-2,0,1,0,-2,0,1,0,-2,B
train_0108__p_at_oa_vs_q_at_oa,train_0108,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00498,B3-0145,B,Low,Low,High,Medium,High,Medium,Low,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,E>S>D>A,2,0,3583329995,-2,-1,2,0,2,1,-2,0,-2,-1,2,0,A
train_0108__q_at_oa_vs_p_at_oa,train_0108,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00498,B3-0145,B,Low,Low,High,Medium,High,Medium,Low,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,E>S>D>A,2,0,3583329995,2,1,-2,0,2,1,-2,0,2,1,-2,0,B
train_0108__p_at_ob_vs_q_at_ob,train_0108,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00498,B3-0145,B,Low,Low,High,Medium,High,Medium,Low,Medium,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,0,E>S>D>A,2,0,3583329995,-2,-1,2,0,2,1,-2,0,-2,-1,2,0,A
train_0108__q_at_ob_vs_p_at_ob,train_0108,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00498,B3-0145,B,Low,Low,High,Medium,High,Medium,Low,Medium,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,0,E>S>D>A,2,0,3583329995,2,1,-2,0,2,1,-2,0,2,1,-2,0,B
train_0109__p_at_oa_vs_q_at_oa,train_0109,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00500,B3-0146,B,Low,Medium,High,High,High,Low,Medium,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2770284044,-2,1,1,2,2,-1,-1,-2,-2,1,1,2,A
train_0109__q_at_oa_vs_p_at_oa,train_0109,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00500,B3-0146,B,Low,Medium,High,High,High,Low,Medium,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2770284044,2,-1,-1,-2,2,-1,-1,-2,2,-1,-1,-2,B
train_0109__p_at_ob_vs_q_at_ob,train_0109,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00500,B3-0146,B,Low,Medium,High,High,High,Low,Medium,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2770284044,-2,1,1,2,2,-1,-1,-2,-2,1,1,2,A
train_0109__q_at_ob_vs_p_at_ob,train_0109,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00500,B3-0146,B,Low,Medium,High,High,High,Low,Medium,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2770284044,2,-1,-1,-2,2,-1,-1,-2,2,-1,-1,-2,B
train_0110__p_at_oa_vs_q_at_oa,train_0110,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00505,B3-0149,A,Low,High,Medium,High,Medium,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,3058566794,-1,1,1,1,-1,1,1,1,-1,1,1,1,A
train_0110__q_at_oa_vs_p_at_oa,train_0110,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00505,B3-0149,A,Low,High,Medium,High,Medium,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,3058566794,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,B
train_0110__p_at_ob_vs_q_at_ob,train_0110,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00505,B3-0149,A,Low,High,Medium,High,Medium,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,3058566794,-1,1,1,1,-1,1,1,1,-1,1,1,1,A
train_0110__q_at_ob_vs_p_at_ob,train_0110,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00505,B3-0149,A,Low,High,Medium,High,Medium,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,0,3058566794,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,B
train_0111__p_at_oa_vs_q_at_oa,train_0111,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00506,B3-0149,B,Low,High,Medium,High,Medium,Medium,Low,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,0,1956600937,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,A
train_0111__q_at_oa_vs_p_at_oa,train_0111,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00506,B3-0149,B,Low,High,Medium,High,Medium,Medium,Low,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,0,1956600937,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,B
train_0111__p_at_ob_vs_q_at_ob,train_0111,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00506,B3-0149,B,Low,High,Medium,High,Medium,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,A>D>E>S,0,0,1956600937,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,A
train_0111__q_at_ob_vs_p_at_ob,train_0111,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00506,B3-0149,B,Low,High,Medium,High,Medium,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,A>D>E>S,0,0,1956600937,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,B
train_0112__p_at_oa_vs_q_at_oa,train_0112,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00509,B3-0151,A,Low,Medium,Low,Medium,High,Low,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,1,0,1670419993,-2,1,0,1,-2,1,0,1,-2,1,0,1,A
train_0112__q_at_oa_vs_p_at_oa,train_0112,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00509,B3-0151,A,Low,Medium,Low,Medium,High,Low,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,1,0,1670419993,2,-1,0,-1,-2,1,0,1,2,-1,0,-1,B
train_0112__p_at_ob_vs_q_at_ob,train_0112,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00509,B3-0151,A,Low,Medium,Low,Medium,High,Low,Low,Low,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,1,0,1670419993,-2,1,0,1,-2,1,0,1,-2,1,0,1,A
train_0112__q_at_ob_vs_p_at_ob,train_0112,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00509,B3-0151,A,Low,Medium,Low,Medium,High,Low,Low,Low,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,1,0,1670419993,2,-1,0,-1,-2,1,0,1,2,-1,0,-1,B
train_0113__p_at_oa_vs_q_at_oa,train_0113,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00510,B3-0151,B,Low,Medium,Low,Medium,High,Low,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,E>S>D>A,2,0,2173052392,-2,1,0,1,2,-1,0,-1,-2,1,0,1,A
train_0113__q_at_oa_vs_p_at_oa,train_0113,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00510,B3-0151,B,Low,Medium,Low,Medium,High,Low,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,E>S>D>A,2,0,2173052392,2,-1,0,-1,2,-1,0,-1,2,-1,0,-1,B
train_0113__p_at_ob_vs_q_at_ob,train_0113,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00510,B3-0151,B,Low,Medium,Low,Medium,High,Low,Low,Low,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,0,E>S>D>A,2,0,2173052392,-2,1,0,1,2,-1,0,-1,-2,1,0,1,A
train_0113__q_at_ob_vs_p_at_ob,train_0113,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00510,B3-0151,B,Low,Medium,Low,Medium,High,Low,Low,Low,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,0,E>S>D>A,2,0,2173052392,2,-1,0,-1,2,-1,0,-1,2,-1,0,-1,B
train_0114__p_at_oa_vs_q_at_oa,train_0114,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00511,B3-0152,A,Medium,High,Low,Low,High,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,0,0,1583115845,-1,2,-1,-2,-1,2,-1,-2,-1,2,-1,-2,A
train_0114__q_at_oa_vs_p_at_oa,train_0114,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00511,B3-0152,A,Medium,High,Low,Low,High,Low,Medium,High,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,0,0,1583115845,1,-2,1,2,-1,2,-1,-2,1,-2,1,2,B
train_0114__p_at_ob_vs_q_at_ob,train_0114,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00511,B3-0152,A,Medium,High,Low,Low,High,Low,Medium,High,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,0,0,1583115845,-1,2,-1,-2,-1,2,-1,-2,-1,2,-1,-2,A
train_0114__q_at_ob_vs_p_at_ob,train_0114,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00511,B3-0152,A,Medium,High,Low,Low,High,Low,Medium,High,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,0,0,1583115845,1,-2,1,2,-1,2,-1,-2,1,-2,1,2,B
train_0115__p_at_oa_vs_q_at_oa,train_0115,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00512,B3-0152,B,Medium,High,Low,Low,High,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2074337580,-1,2,-1,-2,1,-2,1,2,-1,2,-1,-2,A
train_0115__q_at_oa_vs_p_at_oa,train_0115,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00512,B3-0152,B,Medium,High,Low,Low,High,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2074337580,1,-2,1,2,1,-2,1,2,1,-2,1,2,B
train_0115__p_at_ob_vs_q_at_ob,train_0115,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00512,B3-0152,B,Medium,High,Low,Low,High,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2074337580,-1,2,-1,-2,1,-2,1,2,-1,2,-1,-2,A
train_0115__q_at_ob_vs_p_at_ob,train_0115,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00512,B3-0152,B,Medium,High,Low,Low,High,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,2074337580,1,-2,1,2,1,-2,1,2,1,-2,1,2,B
train_0116__p_at_oa_vs_q_at_oa,train_0116,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00513,B3-0153,A,Low,High,Medium,Medium,Medium,Medium,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,2119892640,-1,1,-1,0,-1,1,-1,0,-1,1,-1,0,A
train_0116__q_at_oa_vs_p_at_oa,train_0116,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00513,B3-0153,A,Low,High,Medium,Medium,Medium,Medium,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,2119892640,1,-1,1,0,-1,1,-1,0,1,-1,1,0,B
train_0116__p_at_ob_vs_q_at_ob,train_0116,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00513,B3-0153,A,Low,High,Medium,Medium,Medium,Medium,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,2119892640,-1,1,-1,0,-1,1,-1,0,-1,1,-1,0,A
train_0116__q_at_ob_vs_p_at_ob,train_0116,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00513,B3-0153,A,Low,High,Medium,Medium,Medium,Medium,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,2119892640,1,-1,1,0,-1,1,-1,0,1,-1,1,0,B
train_0117__p_at_oa_vs_q_at_oa,train_0117,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00515,B3-0154,A,Low,Low,Low,Medium,Low,Low,Medium,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,2,0,2665902273,0,0,-1,1,0,0,-1,1,0,0,-1,1,A
train_0117__q_at_oa_vs_p_at_oa,train_0117,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00515,B3-0154,A,Low,Low,Low,Medium,Low,Low,Medium,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,2,0,2665902273,0,0,1,-1,0,0,-1,1,0,0,1,-1,B
train_0117__p_at_ob_vs_q_at_ob,train_0117,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00515,B3-0154,A,Low,Low,Low,Medium,Low,Low,Medium,Low,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,S>E>A>D,2,0,2665902273,0,0,-1,1,0,0,-1,1,0,0,-1,1,A
train_0117__q_at_ob_vs_p_at_ob,train_0117,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00515,B3-0154,A,Low,Low,Low,Medium,Low,Low,Medium,Low,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,1,S>E>A>D,2,0,2665902273,0,0,1,-1,0,0,-1,1,0,0,1,-1,B
train_0118__p_at_oa_vs_q_at_oa,train_0118,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00517,B3-0155,A,Medium,Medium,High,High,High,High,High,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,0,0,2466113571,-1,-1,0,2,-1,-1,0,2,-1,-1,0,2,A
train_0118__q_at_oa_vs_p_at_oa,train_0118,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00517,B3-0155,A,Medium,Medium,High,High,High,High,High,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,0,0,2466113571,1,1,0,-2,-1,-1,0,2,1,1,0,-2,B
train_0118__p_at_ob_vs_q_at_ob,train_0118,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00517,B3-0155,A,Medium,Medium,High,High,High,High,High,Low,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,0,0,2466113571,-1,-1,0,2,-1,-1,0,2,-1,-1,0,2,A
train_0118__q_at_ob_vs_p_at_ob,train_0118,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00517,B3-0155,A,Medium,Medium,High,High,High,High,High,Low,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,0,0,2466113571,1,1,0,-2,-1,-1,0,2,1,1,0,-2,B
